INDEX:35839:<long>,Verse_ID:35839:<long>,OT_NT:35839:<string>,Book:35839:<string>,Book_Num:35839:<long>,Chapter_Num:35839:<string>,Verse_Num:35839:<long>,Verse_Code:35839:<string>,Verse:35839:<string>,Characters:35839:<long>,Typed:35839:<long>,Best_WPM:35839:<double>
21074,21075,OT,Isaiah,27,29,16,Isaiah_29:16,"This intention of yours is perverse. It is as if the clay were to plan against the potter,0,0,256
21075,21076,OT,Isaiah,27,29,17,Isaiah_29:17,"In not more than a little while and a brief time,0,0,151
21076,21077,OT,Isaiah,27,29,18,Isaiah_29:18,"And in that day,0,0,122
21077,21078,OT,Isaiah,27,29,19,Isaiah_29:19,"And the meek will increase their rejoicing in the Lord,0,116,0
21078,21079,OT,Isaiah,27,29,20,Isaiah_29:20,"For the one who was prevailing has failed,0,0,157
21079,21080,OT,Isaiah,27,29,21,Isaiah_29:21,"For they caused men to sin by a word,0,0,142
21080,21081,OT,Isaiah,27,29,22,Isaiah_29:22,"Because of this,0,0,0
21081,21082,OT,Isaiah,27,29,23,Isaiah_29:23,"Instead,0,0,0
21082,21083,OT,Isaiah,27,29,24,Isaiah_29:24,"And those who had gone astray in spirit will know understanding,0,111,0
21083,21084,OT,Isaiah,27,30,1,Isaiah_30:1,"""Woe to the sons of apostasy!"" says the Lord. For you would take advice,0,0,171
21084,21085,OT,Isaiah,27,30,2,Isaiah_30:2,"You are walking so as to descend into Egypt,0,0,192
21085,21086,OT,Isaiah,27,30,3,Isaiah_30:3,"And so,0,0,111
21086,21087,OT,Isaiah,27,30,4,Isaiah_30:4,"For your leaders were at Tanis,0,87,0
21087,21088,OT,Isaiah,27,30,5,Isaiah_30:5,"They have all been confounded because of a people who were not able to offer profit to them,0,0,0
21088,21089,OT,Isaiah,27,30,6,Isaiah_30:6,"The burden of the beasts in the south. In a land of tribulation and anguish,0,0,0
21089,21090,OT,Isaiah,27,30,7,Isaiah_30:7,"For Egypt will offer assistance,0,0,0
21090,21091,OT,Isaiah,27,30,8,Isaiah_30:8,"Now,0,0,0
21091,21092,OT,Isaiah,27,30,9,Isaiah_30:9,"For they are a people who provoke to wrath,0,0,112
21092,21093,OT,Isaiah,27,30,10,Isaiah_30:10,"They say to the seers,0,0,161
21093,21094,OT,Isaiah,27,30,11,Isaiah_30:11,"Take me from the way. Avert me from the path. Let the Holy One of Israel cease from before our face.""",101,0,0
21094,21095,OT,Isaiah,27,30,12,Isaiah_30:12,"Because of this,0,0,0
21095,21096,OT,Isaiah,27,30,13,Isaiah_30:13,"for this reason,0,0,0
21096,21097,OT,Isaiah,27,30,14,Isaiah_30:14,"And it will be crushed,0,0,0
21097,21098,OT,Isaiah,27,30,15,Isaiah_30:15,"For thus says the Lord God,0,0,177
21098,21099,OT,Isaiah,27,30,16,Isaiah_30:16,"And you have said: ""Never! Instead,0,0,0
21099,21100,OT,Isaiah,27,30,17,Isaiah_30:17,"A thousand men will flee in terror from the face of one,0,0,0
21100,21101,OT,Isaiah,27,30,18,Isaiah_30:18,"Therefore,0,0,0
21101,21102,OT,Isaiah,27,30,19,Isaiah_30:19,"For the people of Zion will live in Jerusalem. Bitterly,0,0,0
21102,21103,OT,Isaiah,27,30,20,Isaiah_30:20,And the Lord will give you thick bread and accessible water. And he will not cause your teacher to fly away from you anymore. And your eyes will behold your instructor.,168,0,0
21103,21104,OT,Isaiah,27,30,21,Isaiah_30:21,"And your ears will listen to the word of one admonishing you behind your back: ""This is the way! Walk in it! And do not turn aside,0,0,171
21104,21105,OT,Isaiah,27,30,22,Isaiah_30:22,"And you will defile the plates of your silver graven images and the vestment of your gold molten idols. And you will throw these things away like the uncleanness of a menstruating woman. You will say to it,0,217,0
21105,21106,OT,Isaiah,27,30,23,Isaiah_30:23,"And wherever you sow seed upon the earth,0,0,220
21106,21107,OT,Isaiah,27,30,24,Isaiah_30:24,"And your bulls,0,0,134
21107,21108,OT,Isaiah,27,30,25,Isaiah_30:25,"And there will be,0,0,0
21108,21109,OT,Isaiah,27,30,26,Isaiah_30:26,"And the light of the moon will be like the light of the sun,0,0,0
21109,21110,OT,Isaiah,27,30,27,Isaiah_30:27,"Behold,0,0,175
21110,21111,OT,Isaiah,27,30,28,Isaiah_30:28,"His Spirit is like a torrent,0,0,0
21111,21112,OT,Isaiah,27,30,29,Isaiah_30:29,"There will be a song for you,0,0,0
21112,21113,OT,Isaiah,27,30,30,Isaiah_30:30,"And the Lord will cause the glory of his voice to be heard,0,0,0
21113,21114,OT,Isaiah,27,30,31,Isaiah_30:31,"For at the voice of the Lord,0,75,0
21114,21115,OT,Isaiah,27,30,32,Isaiah_30:32,"And when the passage of the staff has been begun,0,0,0
21115,21116,OT,Isaiah,27,30,33,Isaiah_30:33,"For a burning place,0,0,0
21116,21117,OT,Isaiah,27,31,1,Isaiah_31:1,"Woe to those who descend into Egypt for assistance,0,0,0
21117,21118,OT,Isaiah,27,31,2,Isaiah_31:2,"Therefore,0,0,0
21118,21119,OT,Isaiah,27,31,3,Isaiah_31:3,"Egypt is man,0,0,0
21119,21120,OT,Isaiah,27,31,4,Isaiah_31:4,"For the Lord says this to me: In the same way that a lion roars,0,0,0
21120,21121,OT,Isaiah,27,31,5,Isaiah_31:5,"Like birds flying,0,0,0
21121,21122,OT,Isaiah,27,31,6,Isaiah_31:6,"Be converted to the same depth that you have drawn away,0,74,0
21122,21123,OT,Isaiah,27,31,7,Isaiah_31:7,"For in that day,0,0,125
21123,21124,OT,Isaiah,27,31,8,Isaiah_31:8,"And Assur will fall by a sword not of man,0,0,179
21124,21125,OT,Isaiah,27,31,9,Isaiah_31:9,"And his strength will pass away in terror,0,0,153
21125,21126,OT,Isaiah,27,32,1,Isaiah_32:1,"Behold,0,0,78
21126,21127,OT,Isaiah,27,32,2,Isaiah_32:2,"And a man will be like someone hidden from the wind,0,0,0
21127,21128,OT,Isaiah,27,32,3,Isaiah_32:3,"The eyes of those who see will not be obscured,0,99,0
21128,21129,OT,Isaiah,27,32,4,Isaiah_32:4,"And the heart of the foolish will understand knowledge,0,132,0
21129,21130,OT,Isaiah,27,32,5,Isaiah_32:5,"He who is foolish will no longer be called leader,0,92,0
21130,21131,OT,Isaiah,27,32,6,Isaiah_32:6,"For a foolish man speaks foolishness and his heart works iniquity in order to accomplish deception. And he speaks to the Lord deceitfully,0,217,0
21131,21132,OT,Isaiah,27,32,7,Isaiah_32:7,"The tools of the deceitful are very wicked. For they have concocted plans to destroy the meek by lying words,0,141,0
21132,21133,OT,Isaiah,27,32,8,Isaiah_32:8,"Yet truly,0,0,103
21133,21134,OT,Isaiah,27,32,9,Isaiah_32:9,"You opulent women,0,0,111
21134,21135,OT,Isaiah,27,32,10,Isaiah_32:10,"For after a year and some days,0,144,0
21135,21136,OT,Isaiah,27,32,11,Isaiah_32:11,"Be stupefied,0,0,0
21136,21137,OT,Isaiah,27,32,12,Isaiah_32:12,"Mourn over your breasts,0,0,81
21137,21138,OT,Isaiah,27,32,13,Isaiah_32:13,"Thorn and brier will rise up,0,0,133
21138,21139,OT,Isaiah,27,32,14,Isaiah_32:14,"For the house has been forsaken. The multitude of the city has been abandoned. A darkness and a covering have been placed over its dens,0,0,223
21139,21140,OT,Isaiah,27,32,15,Isaiah_32:15,"until the Spirit is poured over us from on high. And the desert will be a fruitful field,0,144,0
21140,21141,OT,Isaiah,27,32,16,Isaiah_32:16,"And judgment will live in solitude,0,83,0
21141,21142,OT,Isaiah,27,32,17,Isaiah_32:17,"And the work of justice will be peace. And the service of justice will be quiet and secure,0,100,0
21142,21143,OT,Isaiah,27,32,18,Isaiah_32:18,"And my people will be seated in the beauty of peacefulness,0,0,135
21143,21144,OT,Isaiah,27,32,19,Isaiah_32:19,"But hail will be in the descent of the forest,0,92,0
21144,21145,OT,Isaiah,27,32,20,Isaiah_32:20,"Blessed are you who sow over any waters,0,89,0
21145,21146,OT,Isaiah,27,33,1,Isaiah_33:1,"Woe to you who plunder! Will you yourselves not also be plundered? And woe to you who despise! Will you yourselves not also be despised? When you will have completed your plundering,0,0,0
21146,21147,OT,Isaiah,27,33,2,Isaiah_33:2,"O Lord,0,124,0
21147,21148,OT,Isaiah,27,33,3,Isaiah_33:3,"From the voice of the Angel,0,0,99
21148,21149,OT,Isaiah,27,33,4,Isaiah_33:4,"And your spoils will be gathered together,0,123,0
21149,21150,OT,Isaiah,27,33,5,Isaiah_33:5,"The Lord has been magnified,0,104,0
21150,21151,OT,Isaiah,27,33,6,Isaiah_33:6,"And there will be faith in your times: the riches of salvation,0,127,0
21151,21152,OT,Isaiah,27,33,7,Isaiah_33:7,"Behold,0,0,84
21152,21153,OT,Isaiah,27,33,8,Isaiah_33:8,The roads have become desolate. Travelers have ceased along the paths. The covenant has been nullified. He has tossed aside cities. He has disregarded men.,155,0,0
21153,21154,OT,Isaiah,27,33,9,Isaiah_33:9,The earth has mourned and languished. Lebanon has been confounded and desecrated. And Sharon has become like a desert. And Bashan and Carmel have been struck together.,167,0,0
21154,21155,OT,Isaiah,27,33,10,Isaiah_33:10,"""Now,0,89,0
21155,21156,OT,Isaiah,27,33,11,Isaiah_33:11,You will conceive heat. You will give birth to stubble. Your own spirit will devour you like fire.,98,0,0
21156,21157,OT,Isaiah,27,33,12,Isaiah_33:12,And the people will be like the ashes from a fire. They will be consumed by fire like a bundle of thorns.,105,0,0
21157,21158,OT,Isaiah,27,33,13,Isaiah_33:13,"""You who are far away,0,0,98
21158,21159,OT,Isaiah,27,33,14,Isaiah_33:14,The sinners in Zion are terrified; trembling has taken hold of the hypocrites. Who among you is able to live with a devouring fire? Who among you will live with an everlasting flame?,182,0,0
21159,21160,OT,Isaiah,27,33,15,Isaiah_33:15,"The one who walks in justice and speaks the truth,0,0,0
21160,21161,OT,Isaiah,27,33,16,Isaiah_33:16,Such a one will live on high; the fortification of rocks will be his lofty place. Bread has been given to him; his waters are reliable.,135,0,0
21161,21162,OT,Isaiah,27,33,17,Isaiah_33:17,His eyes will see the king in his elegance; they will discern the land from far away.,85,0,0
21162,21163,OT,Isaiah,27,33,18,Isaiah_33:18,Your heart will meditate on fear. Where are the learned? Where are those who ponder the words of the law? Where are the teachers of little ones?,144,0,0
21163,21164,OT,Isaiah,27,33,19,Isaiah_33:19,"You will not look upon a shameless people,0,162,0
21164,21165,OT,Isaiah,27,33,20,Isaiah_33:20,"Look with favor upon Zion,0,0,0
21165,21166,OT,Isaiah,27,33,21,Isaiah_33:21,"For only in that place has our Lord been magnified. It is a place of rivers,0,0,185
21166,21167,OT,Isaiah,27,33,22,Isaiah_33:22,For the Lord is our judge. The Lord is our lawgiver. The Lord is our king. He himself will save us.,99,0,0
21167,21168,OT,Isaiah,27,33,23,Isaiah_33:23,"Your ropes have become loose,0,204,0
21168,21169,OT,Isaiah,27,33,24,Isaiah_33:24,"He who is nearby will not say: ""I am too weak."" The people who live in it will have their iniquity taken away from them.",120,0,0
21169,21170,OT,Isaiah,27,34,1,Isaiah_34:1,"O nations and peoples: draw near,0,0,0
21170,21171,OT,Isaiah,27,34,2,Isaiah_34:2,"For the indignation of the Lord is over all the nations,0,0,162
21171,21172,OT,Isaiah,27,34,3,Isaiah_34:3,"Their slain will be cast out,0,132,0
21172,21173,OT,Isaiah,27,34,4,Isaiah_34:4,"And the entire army of the heavens will languish,0,0,183
21173,21174,OT,Isaiah,27,34,5,Isaiah_34:5,"""For my sword in heaven has been inebriated. Behold,0,0,0
21174,21175,OT,Isaiah,27,34,6,Isaiah_34:6,"The sword of the Lord has been filled with blood. It has been thickened by the blood of lambs and he-goats,0,0,226
21175,21176,OT,Isaiah,27,34,7,Isaiah_34:7,"And the single-horned beasts will descend with them,0,0,177
21176,21177,OT,Isaiah,27,34,8,Isaiah_34:8,"For this is the day of the vengeance of the Lord,0,99,0
21177,21178,OT,Isaiah,27,34,9,Isaiah_34:9,"And its torrents will be turned into tar,0,105,0
21178,21179,OT,Isaiah,27,34,10,Isaiah_34:10,"Night and day,0,0,185
21179,21180,OT,Isaiah,27,34,11,Isaiah_34:11,"The pelican and the hedgehog will possess it. And the ibis and the raven will live in it. And a measuring line will be extended over it,0,0,0
21180,21181,OT,Isaiah,27,34,12,Isaiah_34:12,"Its nobles will not be in that place. Instead,0,0,116
21181,21182,OT,Isaiah,27,34,13,Isaiah_34:13,"And thorns and nettles will rise up in its houses,0,157,0
21182,21183,OT,Isaiah,27,34,14,Isaiah_34:14,"And demons and monsters will meet,0,0,142
21183,21184,OT,Isaiah,27,34,15,Isaiah_34:15,"In that place,0,0,0
21184,21185,OT,Isaiah,27,34,16,Isaiah_34:16,"Search and read diligently in the book of the Lord. Not one of them was lacking; not one has sought for the other. For what has proceeded from my mouth,0,0,209
21185,21186,OT,Isaiah,27,34,17,Isaiah_34:17,"And he has cast lots over them. And his hand has distributed this to them by measure. They will possess it,0,0,181
21186,21187,OT,Isaiah,27,35,1,Isaiah_35:1,"The desolate and impassable land will rejoice,0,0,120
21187,21188,OT,Isaiah,27,35,2,Isaiah_35:2,"It will spring up and blossom,0,0,222
21188,21189,OT,Isaiah,27,35,3,Isaiah_35:3,"Strengthen the lax hands,0,53,0
21189,21190,OT,Isaiah,27,35,4,Isaiah_35:4,"Say to the fainthearted: ""Take courage and fear not! Behold,0,150,0
21190,21191,OT,Isaiah,27,35,5,Isaiah_35:5,"Then the eyes of the blind will be opened,0,84,0
21191,21192,OT,Isaiah,27,35,6,Isaiah_35:6,"Then the disabled will leap like a buck,0,0,163
21192,21193,OT,Isaiah,27,35,7,Isaiah_35:7,"And the land that was dry will have a pond,0,0,195
21193,21194,OT,Isaiah,27,35,8,Isaiah_35:8,"And there shall be a path and a road in that place. And it will be called the Holy Way. The defiled will not pass through it. For this will be an upright path for you,0,221,0
21194,21195,OT,Isaiah,27,35,9,Isaiah_35:9,"There will be no lions in that place,0,0,167
21195,21196,OT,Isaiah,27,35,10,Isaiah_35:10,"And the redeemed of the Lord will be converted,0,214,0
21196,21197,OT,Isaiah,27,36,1,Isaiah_36:1,"And it happened that,0,0,0
21197,21198,OT,Isaiah,27,36,2,Isaiah_36:2,"And the king of the Assyrians sent Rabshakeh from Lachish into Jerusalem,0,0,0
21198,21199,OT,Isaiah,27,36,3,Isaiah_36:3,"And those who went to him were Eliakim,0,0,0
21199,21200,OT,Isaiah,27,36,4,Isaiah_36:4,"And Rabshakeh said to them: ""Tell Hezekiah: Thus says the great king,0,137,0
21200,21201,OT,Isaiah,27,36,5,Isaiah_36:5,"And by what counsel or strength would you prepare to rebel? In whom do you have faith,0,130,0
21201,21202,OT,Isaiah,27,36,6,Isaiah_36:6,"Behold,0,0,0
21202,21203,OT,Isaiah,27,36,7,Isaiah_36:7,"But if you answer me by saying: 'We trust in the Lord our God.' Is it not his high places and altars that Hezekiah has taken away? And he has said to Judah and to Jerusalem,0,212,0
21203,21204,OT,Isaiah,27,36,8,Isaiah_36:8,"And now,0,0,0
21204,21205,OT,Isaiah,27,36,9,Isaiah_36:9,"So how will you withstand the face of the ruler of even one place,0,0,178
21205,21206,OT,Isaiah,27,36,10,Isaiah_36:10,"do I intend to go up against this land to destroy it without the Lord? But the Lord said to me,0,0,140
21206,21207,OT,Isaiah,27,36,11,Isaiah_36:11,"And Eliakim,0,0,0
21207,21208,OT,Isaiah,27,36,12,Isaiah_36:12,"And Rabshakeh said to them: ""Has my lord sent me to your lord and to you in order to speak all these words,0,0,241
21208,21209,OT,Isaiah,27,36,13,Isaiah_36:13,"Then Rabshakeh stood up,0,0,0
21209,21210,OT,Isaiah,27,36,14,Isaiah_36:14,Thus says the king: Do not let Hezekiah deceive you. For he will not be able to rescue you.,91,0,0
21210,21211,OT,Isaiah,27,36,15,Isaiah_36:15,"And do not let Hezekiah cause you to trust in the Lord,0,172,0
21211,21212,OT,Isaiah,27,36,16,Isaiah_36:16,"Do not listen to Hezekiah. For the king of the Assyrians says this: Act with me to your own benefit,0,0,0
21212,21213,OT,Isaiah,27,36,17,Isaiah_36:17,"until I arrive and take you away to a land which is like your own: a land of grain and of wine,0,129,0
21213,21214,OT,Isaiah,27,36,18,Isaiah_36:18,"But you should not let Hezekiah disturb you,0,0,189
21214,21215,OT,Isaiah,27,36,19,Isaiah_36:19,Where is the god of Hamath and of Arpad? Where is the god of Sepharvaim? Have they freed Samaria from my hand?,110,0,0
21215,21216,OT,Isaiah,27,36,20,Isaiah_36:20,"Who is there,0,0,0
21216,21217,OT,Isaiah,27,36,21,Isaiah_36:21,"And they remained silent and did not answer a word to him. For the king had commanded them,0,0,131
21217,21218,OT,Isaiah,27,36,22,Isaiah_36:22,"And Eliakim,0,0,0
21218,21219,OT,Isaiah,27,37,1,Isaiah_37:1,"And it happened that,0,0,0
21219,21220,OT,Isaiah,27,37,2,Isaiah_37:2,"And he sent Eliakim,0,0,0
21220,21221,OT,Isaiah,27,37,3,Isaiah_37:3,"And they said to him: ""Thus says Hezekiah: This day is a day of tribulation,0,0,0
21221,21222,OT,Isaiah,27,37,4,Isaiah_37:4,"Perhaps,0,0,0
21222,21223,OT,Isaiah,27,37,5,Isaiah_37:5,And so the servants of king Hezekiah went to Isaiah.,52,0,0
21223,21224,OT,Isaiah,27,37,6,Isaiah_37:6,"And Isaiah said to them: ""You shall say this to your lord: Thus says the Lord: Do not be afraid to face the words that you have heard,0,200,0
21224,21225,OT,Isaiah,27,37,7,Isaiah_37:7,"Behold,0,0,0
21225,21226,OT,Isaiah,27,37,8,Isaiah_37:8,"Then Rabshakeh returned,0,139,0
21226,21227,OT,Isaiah,27,37,9,Isaiah_37:9,"And he heard from Tirhakah,0,0,0
21227,21228,OT,Isaiah,27,37,10,Isaiah_37:10,"""You shall say this to Hezekiah,0,0,0
21228,21229,OT,Isaiah,27,37,11,Isaiah_37:11,"Behold,0,0,0
21229,21230,OT,Isaiah,27,37,12,Isaiah_37:12,"Have the gods of the nations rescued those whom my fathers have conquered: Gozan,0,0,0
21230,21231,OT,Isaiah,27,37,13,Isaiah_37:13,"Where is the king of Hamath and the king of Arpad,0,0,112
21231,21232,OT,Isaiah,27,37,14,Isaiah_37:14,"And Hezekiah took the letter from the hand of the messengers,0,0,0
21232,21233,OT,Isaiah,27,37,15,Isaiah_37:15,"And Hezekiah prayed to the Lord,0,40,0
21233,21234,OT,Isaiah,27,37,16,Isaiah_37:16,"""O Lord of hosts,0,147,0
21234,21235,OT,Isaiah,27,37,17,Isaiah_37:17,"O Lord,0,0,0
21235,21236,OT,Isaiah,27,37,18,Isaiah_37:18,"For truly,0,0,91
21236,21237,OT,Isaiah,27,37,19,Isaiah_37:19,"And they have cast their gods into the fire. For these were not gods,0,0,154
21237,21238,OT,Isaiah,27,37,20,Isaiah_37:20,"And now,0,0,123
21238,21239,OT,Isaiah,27,37,21,Isaiah_37:21,"And Isaiah,0,0,0
21239,21240,OT,Isaiah,27,37,22,Isaiah_37:22,this is the word that the Lord has spoken over him: The virgin daughter of Zion has despised you and mocked you. The daughter of Jerusalem has shaken her head at you.,166,0,0
21240,21241,OT,Isaiah,27,37,23,Isaiah_37:23,Whom have you insulted? And whom have you blasphemed? And against whom have you lifted up your voice and raised up your eyes on high? Against the Holy One of Israel!,165,0,0
21241,21242,OT,Isaiah,27,37,24,Isaiah_37:24,"By the hand of your servants,0,0,0
21242,21243,OT,Isaiah,27,37,25,Isaiah_37:25,"I dug deep,0,0,92
21243,21244,OT,Isaiah,27,37,26,Isaiah_37:26,"Have you not heard what I have done to it in past times? In ancient times,0,0,228
21244,21245,OT,Isaiah,27,37,27,Isaiah_37:27,"Their inhabitants had unsteady hands. They trembled and were confused. They became like the plants of the field,0,0,0
21245,21246,OT,Isaiah,27,37,28,Isaiah_37:28,"I know your habitation,0,0,0
21246,21247,OT,Isaiah,27,37,29,Isaiah_37:29,"When you became angry against me,0,0,0
21247,21248,OT,Isaiah,27,37,30,Isaiah_37:30,"But this shall be a sign for you: Eat,0,0,0
21248,21249,OT,Isaiah,27,37,31,Isaiah_37:31,"And what will be saved from the house of Judah,0,0,0
21249,21250,OT,Isaiah,27,37,32,Isaiah_37:32,"For from Jerusalem,0,0,128
21250,21251,OT,Isaiah,27,37,33,Isaiah_37:33,"For this reason,0,0,0
21251,21252,OT,Isaiah,27,37,34,Isaiah_37:34,"He will return on the road by which he arrived. And into this city,0,0,101
21252,21253,OT,Isaiah,27,37,35,Isaiah_37:35,"And I will protect this city,0,0,0
21253,21254,OT,Isaiah,27,37,36,Isaiah_37:36,"Then the Angel of the Lord went forth and struck down,0,0,0
21254,21255,OT,Isaiah,27,37,37,Isaiah_37:37,"And Sennacherib,0,0,105
21255,21256,OT,Isaiah,27,37,38,Isaiah_37:38,"And it happened that,0,0,0
21256,21257,OT,Isaiah,27,38,1,Isaiah_38:1,"In those days Hezekiah became ill and was near death. And so,0,0,0
21257,21258,OT,Isaiah,27,38,2,Isaiah_38:2,"And Hezekiah turned his face toward the wall,0,72,0
21258,21259,OT,Isaiah,27,38,3,Isaiah_38:3,"And he said: ""I beg you,0,0,0
21259,21260,OT,Isaiah,27,38,4,Isaiah_38:4,"And the word of the Lord came to Isaiah,0,48,0
21260,21261,OT,Isaiah,27,38,5,Isaiah_38:5,"""Go and say to Hezekiah: Thus says the Lord,0,0,0
21261,21262,OT,Isaiah,27,38,6,Isaiah_38:6,"And I will rescue you and this city from the hand of the king of the Assyrians,0,102,0
21262,21263,OT,Isaiah,27,38,7,Isaiah_38:7,"And this will be a sign for you from the Lord,0,0,100
21263,21264,OT,Isaiah,27,38,8,Isaiah_38:8,"Behold,0,0,0
21264,21265,OT,Isaiah,27,38,9,Isaiah_38:9,"The writing of Hezekiah,0,0,104
21265,21266,OT,Isaiah,27,38,10,Isaiah_38:10,"""I said: In the middle of my days,0,105,0
21266,21267,OT,Isaiah,27,38,11,Isaiah_38:11,"I said: I will not see the Lord God in the land of the living. I will no longer behold man,0,119,0
21267,21268,OT,Isaiah,27,38,12,Isaiah_38:12,"My longevity has been taken away; it has been folded up and taken from me,0,0,0
21268,21269,OT,Isaiah,27,38,13,Isaiah_38:13,"I hoped,0,0,0
21269,21270,OT,Isaiah,27,38,14,Isaiah_38:14,"I will cry out,0,0,0
21270,21271,OT,Isaiah,27,38,15,Isaiah_38:15,"What can I say,0,0,0
21271,21272,OT,Isaiah,27,38,16,Isaiah_38:16,"O Lord,0,0,0
21272,21273,OT,Isaiah,27,38,17,Isaiah_38:17,"Behold,0,0,149
21273,21274,OT,Isaiah,27,38,18,Isaiah_38:18,"For Hell will not confess to you,0,125,0
21274,21275,OT,Isaiah,27,38,19,Isaiah_38:19,"The living,0,0,0
21275,21276,OT,Isaiah,27,38,20,Isaiah_38:20,"O Lord,0,0,0
21276,21277,OT,Isaiah,27,38,21,Isaiah_38:21,"Now Isaiah had ordered them to take a paste of figs,0,0,126
21277,21278,OT,Isaiah,27,38,22,Isaiah_38:22,"And Hezekiah said,0,85,0
21278,21279,OT,Isaiah,27,39,1,Isaiah_39:1,"At that time,0,0,0
21279,21280,OT,Isaiah,27,39,2,Isaiah_39:2,"And Hezekiah rejoiced over them,0,0,0
21280,21281,OT,Isaiah,27,39,3,Isaiah_39:3,"Then Isaiah the prophet entered before king Hezekiah,0,0,0
21281,21282,OT,Isaiah,27,39,4,Isaiah_39:4,"And he said,0,183,0
21282,21283,OT,Isaiah,27,39,5,Isaiah_39:5,"And Isaiah said to Hezekiah: ""Hear the word of the Lord of hosts:",65,0,0
21283,21284,OT,Isaiah,27,39,6,Isaiah_39:6,"Behold,0,0,0
21284,21285,OT,Isaiah,27,39,7,Isaiah_39:7,"And your children,0,0,0
21285,21286,OT,Isaiah,27,39,8,Isaiah_39:8,"And Hezekiah said to Isaiah,0,0,140
21286,21287,OT,Isaiah,27,40,1,Isaiah_40:1,"""Be consoled,0,0,55
21287,21288,OT,Isaiah,27,40,2,Isaiah_40:2,"Speak to the heart of Jerusalem,0,189,0
21288,21289,OT,Isaiah,27,40,3,Isaiah_40:3,"The voice of one crying out in the desert: ""Prepare the way of the Lord! Make straight the paths of our God,0,129,0
21289,21290,OT,Isaiah,27,40,4,Isaiah_40:4,"Every valley will be exalted,0,0,155
21290,21291,OT,Isaiah,27,40,5,Isaiah_40:5,"And the glory of the Lord will be revealed. And all flesh together will see that the mouth of the Lord has spoken.""",115,0,0
21291,21292,OT,Isaiah,27,40,6,Isaiah_40:6,"The voice of one saying,0,0,0
21292,21293,OT,Isaiah,27,40,7,Isaiah_40:7,"The grass has dried up,0,0,130
21293,21294,OT,Isaiah,27,40,8,Isaiah_40:8,"The grass has dried up,0,98,0
21294,21295,OT,Isaiah,27,40,9,Isaiah_40:9,"You who evangelize Zion,0,0,0
21295,21296,OT,Isaiah,27,40,10,Isaiah_40:10,"Behold,0,0,0
21296,21297,OT,Isaiah,27,40,11,Isaiah_40:11,"He will pasture his flock like a shepherd. He will gather together the lambs with his arm,0,0,171
21297,21298,OT,Isaiah,27,40,12,Isaiah_40:12,"Who has measured the waters in the hollow of his hand,0,0,234
21298,21299,OT,Isaiah,27,40,13,Isaiah_40:13,Who has assisted the Spirit of the Lord? Or who has been his counselor and has revealed things to him?,102,0,0
21299,21300,OT,Isaiah,27,40,14,Isaiah_40:14,"With whom has he consulted? And who has instructed him,0,0,0
21300,21301,OT,Isaiah,27,40,15,Isaiah_40:15,"Behold,0,0,0
21301,21302,OT,Isaiah,27,40,16,Isaiah_40:16,"And Lebanon will not be sufficient to start a fire,0,112,0
21302,21303,OT,Isaiah,27,40,17,Isaiah_40:17,"All the nations in his sight are as if they did not exist,0,132,0
21303,21304,OT,Isaiah,27,40,18,Isaiah_40:18,"Therefore,0,81,0
21304,21305,OT,Isaiah,27,40,19,Isaiah_40:19,"Should the workman cast a statue? Or has the goldsmith formed it with gold,0,117,0
21305,21306,OT,Isaiah,27,40,20,Isaiah_40:20,He has chosen strong wood that will not decay. The skillful artisan seeks a way to set up an idol that cannot be moved.,119,0,0
21306,21307,OT,Isaiah,27,40,21,Isaiah_40:21,Do you not know? Have you not heard? Has it not been announced to you from the beginning? Have you not understood the foundations of the earth?,143,0,0
21307,21308,OT,Isaiah,27,40,22,Isaiah_40:22,"He is the One who sits upon the globe of the earth,0,0,0
21308,21309,OT,Isaiah,27,40,23,Isaiah_40:23,He has brought those who examine what is secret to nothingness. He has brought the judges of the earth to emptiness.,116,0,0
21309,21310,OT,Isaiah,27,40,24,Isaiah_40:24,"And certainly,0,0,0
21310,21311,OT,Isaiah,27,40,25,Isaiah_40:25,"""And to whom would you compare me or equate me?"" says the Holy One.",67,0,0
21311,21312,OT,Isaiah,27,40,26,Isaiah_40:26,"Lift up your eyes on high,0,0,0
21312,21313,OT,Isaiah,27,40,27,Isaiah_40:27,"Why do you say this,0,0,0
21313,21314,OT,Isaiah,27,40,28,Isaiah_40:28,"Do you not know,0,0,0
21314,21315,OT,Isaiah,27,40,29,Isaiah_40:29,"It is he who gives strength to the weary,0,117,0
21315,21316,OT,Isaiah,27,40,30,Isaiah_40:30,"Servants will struggle and fail,0,72,0
21316,21317,OT,Isaiah,27,40,31,Isaiah_40:31,But those who hope in the Lord will renew their strength. They will take up wings like eagles. They will run and not struggle. They will walk and not tire.,155,0,0
21317,21318,OT,Isaiah,27,41,1,Isaiah_41:1,"Let the islands be silent before me,0,0,147
21318,21319,OT,Isaiah,27,41,2,Isaiah_41:2,"Who has raised up a just man from the east,0,0,0
21319,21320,OT,Isaiah,27,41,3,Isaiah_41:3,He will pursue them. He will pass by in peace. No trace will appear after his feet.,83,0,0
21320,21321,OT,Isaiah,27,41,4,Isaiah_41:4,"Who has worked and accomplished these things,0,0,142
21321,21322,OT,Isaiah,27,41,5,Isaiah_41:5,The islands saw it and were afraid. The ends of the earth were stupefied. They drew near and arrived.,101,0,0
